Annual_Income,Total_EMI_per_month,Interest_Rate,Num_Credit_Inquiries,Payment_of_Min_Amount,Num_Credit_Card,Num_Bank_Accounts,Credit_History_Age,Num_of_Delayed_Payment,Num_of_Loan,Credit_Mix,Age,Output
114128.44,164.95861813650438,10,2.0,2,4,7,209.0,16.0,2,1,53,1
79748.92,55.83916080661011,14,4.0,2,3,5,221.0,14.0,1,1,32,1
9106.335,39.38429556158167,9,8.0,2,5,4,215.0,18.0,6,0,35,2
16060.675,35.55097341982349,7,8.0,2,7,6,212.0,14.0,3,1,44,0
36104.82,103.04479580072363,16,4.0,2,6,6,170.0,17.0,5,1,30,0
48755.5,76.71479236853966,1,3.0,0,6,5,254.0,10.0,2,1,38,1
18458.05,42.43928511971047,6,4.0,0,7,7,328.0,15.0,3,1,52,1
19667.73,99.81113920794547,19,7.0,2,9,10,221.13820819139417,17.0,8,0,33,1
11617.39,5.463308977561259,16,7.0,2,7,7,386.0,16.0,1,1,47,1
17455.36,58.79622097238191,21,12.0,2,10,7,118.0,16.0,7,0,32,0
41155.22,479.2612402384453,17,7.0,2,10,9,68.0,19.0,6,0,28,0
97907.04,353.6825177736628,8,6.0,2,7,8,96.0,13.0,5,1,15,0
17372.48,102.78493684039628,24,14.0,2,5,9,107.0,19.0,9,0,40,0
134569.34999999998,199.8822525461953,8,4.0,0,4,0,215.0,10.0,2,0,36,2
12975.45,0.0,15,4.0,2,6,3,317.0,15.0,0,1,55,2
46076.49,263.49910534078816,31,7.0,2,10,7,29.0,21.0,7,0,44,0
10389.19,37.47834422917008,18,9.0,1,4,3,146.0,13.0,5,1,39,1
120017.12,27895.0,10,0.0,2,4,3,330.0,14.0,1,0,32,2
32595.22,50.30543332319753,7,1.0,0,3,3,195.0,7.0,2,0,28,0
72363.72,137.67296575390688,8,7.0,0,3,5,240.0,0.0,3,0,54,1
114364.52,249.3689573281304,3,4.0,0,3,2,383.0,1.0,4,0,51,1
32908.26,70.60525923643563,33,9.0,1,10,7,163.0,20.0,4,0,33,0
71479.6,184.0252903291865,8,2.0,0,3,1,342.0,13.0,4,0,25,0
59977.98,251.9325109161637,27,10.0,2,10,8,221.13820819139417,20.0,7,0,40,1
31152.06,65.04548037832448,16,6.0,0,5,4,340.0,12.0,4,0,21,1
119827.08,256.7044740610818,5,1.0,2,3,8,280.0,17.0,3,0,40,1
11650.835,23.32579105961548,3,3.0,0,7,6,221.13820819139417,12.0,4,0,25,1
54876.2,145.62424298240742,8,5.0,2,4,3,172.0,17.0,5,1,45,1
8284.83,26.37238519686576,30,10.0,2,7,6,164.0,19.0,7,0,31,0
8940.905,35.57913689335557,18,9.0,2,9,7,51.0,25.0,6,0,35,1
14295.47,55.68921870525814,19,6.0,2,7,6,35.0,25.0,6,0,32,1
39340.72,0.0,9,3.0,0,2,4,320.0,1.0,0,0,31,2
30195.47,0.0,14,4.0,2,3,5,221.13820819139417,18.0,0,0,17,1
112924.72,541.8938211097392,20,5.0,2,5,6,91.0,16.0,7,0,20,1
41654.62,69740.0,25,9.0,2,10,10,148.0,22.0,7,0,19,0
43311.84,73.54904407064399,9,1.0,1,4,3,277.0,8.0,3,0,22,0
53751.21,222.2615579539905,19,12.0,2,8,9,93.0,14.0,9,0,32,0
103284.84,79353.0,9,3.0,0,4,2,384.0,6.0,2,0,53,2
13351.83,13.913944014294458,13,1.0,2,3,6,276.0,14.0,2,0,40,1
58290.64,304.74457543804607,19,12.0,2,9,7,134.0,24.0,8,0,23,1
61627.0,35.07796296694198,2,2.0,0,6,1,241.0,8.0,1,0,43,0
17678.47,31.32115353522986,29,12.0,2,6,6,126.0,17.0,4,0,37,1
48179.67,89.97133651121666,13,5.0,2,4,4,173.0,10.0,3,1,22,1
76443.15,116.82154773710371,17,0.0,0,7,3,393.0,15.0,3,1,33,1
108258.27,0.0,11,2.0,0,4,1,394.0,1.0,0,0,52,2
73436.06999999999,45.197591079344186,12,2.0,2,5,8,291.0,8.0,1,1,18,1
68130.20999999999,58.2531215874777,19,5.0,2,5,7,203.0,17.0,2,1,30,1
7546.68,40.13179544314696,29,8.0,2,6,8,221.13820819139417,17.0,7,0,16,1
19677.0,64.43575770642583,30,8.0,2,5,9,238.0,20.0,5,0,41,1
80953.20000000001,111.72879638411533,8,4.0,2,3,6,271.0,9.0,2,1,48,1
64829.94,56.89300215832203,19,5.0,0,6,5,249.0,7.0,2,1,36,1
42373.7,88.86030124130865,4,2.0,0,6,0,340.0,3.0,3,0,19,1
25664.86,0.0,17,2.0,2,7,7,309.0,11.0,0,0,23,1
122426.2,76.28353860783659,2,4.0,0,4,4,362.0,6.0,1,0,41,1
37573.92,109.92690680256852,24,4.0,2,6,8,160.0,12.0,4,0,15,0
20082.58,66.0524603191935,33,12.0,2,9,6,46.0,17.0,5,0,14,1
44164.8,122.82908813099968,14,7.0,2,7,8,92.0,7.0,4,1,22,0
7187.17,26.825212964975705,22,9.0,1,8,8,98.0,28.0,5,0,28,0
35996.23,143.52682577799058,17,7.0,2,6,4,180.0,17.0,6,1,38,1
36850.65,52.51752166257032,19,0.0,2,3,6,312.0,16.0,3,1,51,2
7168.48,24855.0,20,9.0,2,8,7,150.0,17.0,8,0,26,0
35247.02,39.212006511625546,27,7.0,1,7,9,155.0,20.0,2,0,17,0
32218.68,24.02792788448875,5,1.0,0,5,3,204.0,9.0,1,0,25,2
18331.415,37.525290994894746,3,1.0,0,5,2,351.0,9.0,3,0,29,2
45783.32,0.0,18,6.0,0,7,7,200.0,15.0,0,0,27,1
49847.55,71.67569993395902,18,12.0,2,5,9,240.0,18.0,3,0,27,0
18290.89,12.796158289802731,14,3.0,2,1198,8,368.0,16.0,1,1,48,1
18145.22,12.843522429876922,10,2.0,0,3,4,191.0,7.0,1,0,22,2
41806.16,5931.0,7,5.0,0,7,2,320.0,2.0,1,0,23,2
68183.84,201.1615103014232,27,10.0,2,4,8,137.0,22.0,7,0,34,0
37539.84,0.0,12,3.0,0,6,1,385.0,11.0,0,0,19,2
58290.64,304.74457543804607,19,12.0,2,9,7,137.0,23.0,8,0,23,1
7577.175,25.238688396823395,22,11.0,2,5,5,204.0,18.0,6,1,41,1
70205.02,0.0,2,5.0,0,4,0,394.0,5.0,0,0,30,2
27905.8,74.73459777612275,13,2.0,1,5,3,203.0,12.0,4,1,34,1
41417.04,122.50388352856292,18,6.0,2,5,7,221.13820819139417,16.0,4,1,17,0
131254.8,216.77394104333848,8,6.0,0,6,3,216.0,9.0,2,0,55,1
15414.675,0.0,11,4.0,0,5,5,277.0,1.0,0,0,54,1
20027.29,52.274177856118776,26,12.0,2,9,6,84.0,10.0,5,1,21,0
58280.72,37.4112176848889,12,4.0,0,7,5,378.0,4.0,1,0,52,1
64511.34,0.0,15,2.0,2,3,7,280.0,8.0,0,1,31,1
104367.21,83.34945904489105,19,3.0,0,5,6,185.0,13.0,1,1,30,1
120922.26,126.7274275860904,4,1.0,1,2,2,251.0,2.0,2,0,25,2
41442.4,125.40428501327769,5,6.0,0,1,3,300.0,6.0,4,0,31,2
8578.295,19.535330334588487,31,6.0,2,10,4,198.0,16.0,5,1,40,1
16264.7,81.57426045441845,26,9.0,2,8,7,54.0,13.0,9,0,35,0
9898.815,21.36256912889312,16,7.0,2,6,1182,119.0,14.0,3,0,17,1
29227.64,114.1907587743658,17,6.0,2,6,8,28.0,22.0,7,0,43,1
39734.74,0.0,8,0.0,0,6,3,214.0,8.0,0,0,21,2
58048.82,93.47780407474669,1,3.0,0,3,3,314.0,3.0,2,0,25,2
88348.8,0.0,15,4.0,1,5,3,221.13820819139417,12.0,0,1,45,1
20770.6,35.370815416199875,17,4.0,0,4,7,304.0,12.0,3,1,49,1
80983.64,188.45659522353543,15,7.0,2,725,6,335.0,18.0,4,1,22,1
86971.56,38.44517562219672,4,4.0,0,5,8,221.13820819139417,16.0,1,0,22,1
19995.55,114.4479018630878,29,11.0,1,6,6,69.0,16.0,5,1,30,0
100233.4,182.3470459987101,2,1.0,0,4,6,307.0,15.0,3,0,48,2
20645.48,0.0,2,3.0,0,7,8,230.0,13.0,0,0,46,1
74820.12,42827.0,27,9.0,2,6,9,37.0,17.0,5,0,44,0
60335.25,92.4254713823744,15,7.0,2,9,9,201.0,18.0,2,0,16,0
116569.62,149.5974624044698,7,3.0,0,4,4,232.0,11.0,3,0,37,2
57852.3,238.37491504301136,18,8.0,2,10,8,67.0,16.0,8,0,32,0
26738.26,86.26335628826408,20,6.0,2,6,7,221.13820819139417,13.0,6,1,40,0
17535.57,28.6788368308862,29,8.0,2,6,4,179.0,17.0,2,1,44,0
134810.13,199.8420984910315,6,9.0,0,7,5,387.0,1.0,2,0,49,2
62862.69,116.31282643774723,13,7.0,2,5,5,232.0,6.0,4,1,24,1
62148.0,258.84886110407353,24,12.0,2,7,9,203.0,27.0,5,0,40,0
84389.44,162.64634775152552,6,1.0,0,7,7,384.0,17.0,3,1,20,1
53808.81,119.08415978517412,19,15.0,2,6,9,221.13820819139417,18.0,3,0,22,0
82929.96,68.5168685823435,6,2.0,0,7,1,300.0,9.0,1,0,50,0
74142.96,164.89444354903756,12,1.0,0,2,0,302.0,3.0,3,0,27,2
33656.12,215.35265946773004,27,9.0,2,8,9,184.0,23.0,8,0,30,0
18114.35,16.120788654378792,28,12.0,1,6,9,120.0,16.0,2,0,33,1
11381.825,14.887240780455969,15,4.0,2,5,5,221.13820819139417,20.0,3,1,42,1
65677.38,217.6167116806116,4,1909.0,0,1,3,221.13820819139417,11.0,4,0,40,2
131760.3,0.0,6,215.0,0,3,2,212.0,6.0,0,0,45,1
125222.6,7286.0,2,0.0,0,5,1,211.0,2.0,2,0,27,2
15806.84,29.02999324005239,21,11.0,2,5,6,233.0,15.0,3,0,45,1
126689.0,272.2814363914512,5,3.0,0,1,3,235.0,2.0,3,0,46,1
12743.995,12.867267979246217,8,6.0,0,4,3,289.0,12.0,2,0,53,2
89122.38,266.0838268726387,14,8.0,2,4,3,105.0,7.0,5,0,37,0
88581.48,56654.0,3,3.0,0,7,3,394.0,16.0,0,0,26,2
20804.18,134.88668221832157,22,11.0,1,8,10,154.0,27.0,8,0,30,1
43885.43,51.65583324459252,11,0.0,0,2,1,221.13820819139417,8.0,2,0,54,2
24744.78,61.49631840057334,5,2.0,2,7,3,310.0,21.0,3,0,44,1
44614.56,134.66296614682057,17,8.0,2,7,8,224.0,11.0,4,1,28,1
82194.02,119.42218812094498,2,3.0,0,3,0,348.0,1.0,3,0,24,1
82134.44,317.4441995582799,24,10.0,2,5,10,221.13820819139417,19.0,9,0,40,0
30616.07,0.0,3,3.0,0,2,1,344.0,2.0,0,0,30,1
98534.22,0.0,8,4.0,2,6,6,318.0,14.0,0,1,15,1
102927.08,111.9924598563262,5,5.0,2,3,7,256.0,13.0,2,1,54,1
31906.07,16.185939913419627,13,0.0,2,4,5,189.0,14.0,1,1,34,1
66881.2,63662.0,17,4.0,2,5,3,221.13820819139417,20.0,2,1,45,1
115105.56,289.62874797089324,18,6.0,2,5,4,215.0,18.0,4,1,55,2
34366.0,44.931902356541656,8,5.0,0,4,2,387.0,11.0,2,0,51,1
118062.2,0.0,7,1.0,0,1,0,354.0,1.0,0,0,37,1
77832.74,152.73406149921473,5,3.0,0,446,5,298.0,11.0,3,0,23,0
73095.76,211.06641217385155,16,10.0,2,10,8,55.0,27.0,5,0,28,0
13395.25,19.59779588288985,9,6.0,1,4,5,266.0,9.0,2,0,51,2
17839.11,23.58999364694539,1,4.0,0,3,1255,248.0,11.0,2,0,52,1
30804.39,80.71921301091392,3,5.0,0,5,2,221.13820819139417,4.0,4,0,48,1
46855.17,145.55242168068656,27,7.0,2,5,7,129.0,20.0,6,0,15,0
42400.7,45.77561818988868,5,4.0,0,5,4,322.0,3.0,2,0,31,0
169141.6,102.46142384222294,6,1.0,0,6,3,271.0,14.0,1,0,51,2
16574.41,56.12305995358121,11,8.0,1,5,7,124.0,16.0,7,1,42,1
36945.28,16.01410495975805,16,3.0,1,4,7,289.0,18.0,1,1,33,1
33127.31,106.81868640187852,10,7.0,2,4,4,396.0,17.0,4,0,18,2
57107.44,175.42942226520088,9,10.0,2,7,8,106.0,13.0,4,1,35,1
8763.22,22.51717723530616,34,8.0,2,7,5,119.0,9.0,6,1,15,0
114467.67,200.9517717315547,4,4.0,0,3,1,221.13820819139417,14.0,3,0,38,0
73849.54,120.84417296319788,7,4.0,0,1,2,335.0,14.0,2,0,32,1
107808.63,347.4841036542959,19,6.0,0,7,226,370.0,14.0,4,1,35,1
28730.26,54.03705812868238,10,7.0,1,6,7,389.0,16.0,3,1,15,1
64270.12,69.24668400263387,18,10.0,2,6,6,113.0,17.0,2,0,42,0
107991.54,68.64103884295949,1,4.0,0,3,1,384.0,11.0,1,0,39,1
115735.76,0.0,13,1.0,0,7,5,197.0,11.0,0,1,51,2
8820.825,43.69797940650668,19,12.0,2,7,8,12.0,14.0,6,0,30,0
3561741.0,58.18533392755749,28,1908.0,2,9,10,231.0,18.0,4,0,21,0
28119.52,0.0,17,4.0,2,6,3,352.0,17.0,0,1,29,1
18925.44,44.74583077631063,29,10.0,2,9,9,27.0,14.0,5,0,21,1
46586.31,167.21829728582358,6,5.0,2,4,6,220.0,14.0,6,1,32,1
9598.38,15.402638451284131,20,5.0,2,6,7,198.0,9.0,2,1,40,1
20318.97,94.5700224480482,17,8.0,2,3,3,221.13820819139417,11.0,6,1,45,1
32387.94,0.0,12,5.0,0,4,8,199.0,9.0,0,1,38,0
31223.33,362.2146194687565,9,3.0,0,3,8,374.0,11.0,4,0,52,1
61056.3,83.57379523511754,8,6.0,2,7,3,221.13820819139417,13.0,2,1,25,1
42450.3,165.16512521347562,20,7.0,1,5,6,67.0,23.0,9,0,15,0
60682.11,195.4514774266537,23,8.0,2,5,8,221.13820819139417,20.0,5,0,40,1
131865.0,189.2079091199538,8,1.0,1,7,5,221.13820819139417,10.0,3,0,41,1
53579.04,149.6791914718775,17,8.0,2,10,9,11.0,20.0,6,0,46,0
35971.51,42.55376084094655,9,4.0,0,5,2,370.0,6.0,2,0,34,2
29368.56,39.97962277245829,3,4.0,1,4,5,205.0,13.0,2,0,52,1
142319.72,0.0,6,4.0,0,3,3,338.0,7.0,0,1,26,1
20937.38,52.14929736754237,30,8.0,2,8,8,96.0,17.0,3,1,24,0
86885.43000000001,244.7157731462082,10,1.0,1,6,3,278.0,4.0,4,0,30,2
120889.62,0.0,7,3.0,0,6,3,244.0,1.0,0,0,29,0
35444.72,0.0,5,2.0,0,5,1,213.0,11.0,0,0,52,1
11586.145,22.191086294212127,11,0.0,0,4,8,318.0,17.0,4,0,35,1
39579.6,127.94039882272877,10,5.0,2,5,6,202.0,12.0,6,1,36,0
36729.93,0.0,12,4.0,0,1,2,337.0,11.0,0,0,36,2
30536.62,42.97244101951375,7,4.0,2,6,6,191.0,8.0,2,1,39,1
61804.34,147.0159494621879,12,5.0,0,7,4,190.0,12.0,3,0,43,1
152796.76,0.0,1,5.0,1,5,2,219.0,3.0,0,0,40,2
71746.68,57504.0,10,5.0,1,3,3,67.0,21.0,3,1,40,1
40894.22,0.0,11,0.0,0,5,5,396.0,0.0,0,0,44,2
14012.055,29.837981487470213,14,0.0,0,6,4,185.0,9.0,3,1,30,1
82154.92,238.37270358318503,34,6.0,2,5,6,28.0,12.0,6,0,42,1
30403.95,0.0,16,3.0,0,7,8,295.0,15.0,0,0,47,1
10302.59,47.10193922358414,34,10.0,2,6,9,116.0,27.0,9,0,19,0
44328.22,84.3076536267587,1,2.0,0,6,4,352.0,6.0,4,0,24,1
37547.68,24.840072506739315,8,1.0,0,6,4,266.0,6.0,1,0,56,0
72902.70000000001,180.5608195167191,4,2.0,1,6,5,222.0,16.0,4,0,54,2
60882.9,133.80072600971891,23,16.0,2,6,6,183.0,20.0,3,0,30,0
35322.24,61.72578801827049,6,2.0,1,4,4,362.0,3.0,3,0,19,2
7682.515,31.01695060985424,32,15.0,2,6,6,104.0,8.0,7,0,31,0
32146.13,24.73686007413482,12,3.0,1,7,0,346.0,14.0,1,0,46,1
25527.32,0.0,6,3.0,0,5,3,209.0,16.0,0,0,22,1
51371.13,225.571075532928,25,6.0,2,5,9,65.0,25.0,8,0,30,0
27339.81,74695.0,9,2.0,0,5,3,281.0,16.0,1,1,32,1
68552.32,207.71025827372296,31,10.0,2,8,7,35.0,18.0,7,0,28,1
18296.91,26.25172433326111,20,0.0,0,6,3,234.0,14.0,3,1,48,1
23883.28,58509.0,9,7.0,2,5,5,98.0,15.0,4,1,15,1
21039.8,75530.0,10,2.0,0,5,4,288.0,11.0,0,0,19,0
20592.97,85.28357880109834,12,5.0,2,4,6,137.0,10.0,7,1,37,0
90371.01,6992.0,3,8.0,0,4,3,304.0,7.0,4,0,46,2
19963.97,52.60022673725382,31,7.0,2,10,5,113.0,11.0,5,1,17,0
138079.96,0.0,8,4.0,1,4,2,354.0,9.0,0,0,24,0
31237.94,60.23501520937828,2,0.0,0,5,5,315.0,11.0,3,0,44,0
14566.27,50.31132270983993,31,11.0,2,9,6,32.0,14.0,5,0,27,1
85918.76,276.1133391293834,2,2.0,0,4,3,221.13820819139417,10.0,4,0,52,2
66823.88,43296.0,19,4.0,2,4,3,240.0,14.0,0,1,29,1
52243.56,126.44266622107696,27,7.0,2,7,4,151.0,15.0,5,0,26,1
121151.4,101.40487238963097,1,2.0,1,4,3,343.0,8.0,2,0,30,2
87502.53,167.95979383172292,14,3.0,0,7,7,337.0,18.0,3,1,41,1
60410.94,149.9263873826631,17,9.0,2,7,4,193.0,14.0,4,1,40,1
73509.02,0.0,20,3.0,1,5,5,351.0,19.0,0,0,27,1
33907.86,36.35654730756562,8,2.0,0,7,3,268.0,9.0,2,0,23,0
20867.67,16.83718937945217,11,4.0,1,3,1,378.0,14.0,1,0,46,2
99480.44,163.58884678932213,17,2.0,1,5,8,298.0,8.0,3,1,42,1
16257.915,0.0,2,3.0,0,7,3,264.0,16.0,0,0,52,1
14185.66,42.529921731791134,2,1.0,0,7,1,364.0,529.0,4,0,36,1
108142.13999999998,48.51475767394586,1,3.0,0,2,1,298.0,7.0,1,0,23,2
24326.28,29.014519426747885,7,4.0,1,6,4,215.0,10.0,2,0,41,2
21671.53,20.70320280594521,11,0.0,2,7,6,388.0,13.0,2,1,41,1
130782.4,359.2959397618535,10,0.0,0,7,6,209.0,16.0,4,1,31,1
20415.52,74.2724150474626,27,9.0,2,6,7,221.13820819139417,12.0,5,1,30,0
40198.96,39.96049353351493,10,1.0,0,6,4,336.0,18.0,2,1,24,1
29086.41,15.519659916164308,13,6.0,2,7,4,221.13820819139417,12.0,1,1,43,2
41806.16,21.8646820566588,7,5.0,0,7,2,319.0,2.0,1,0,23,1
103838.72,49.28518984485002,8,6.0,1,3,7,241.0,15.0,1,0,48,1
11889.26,23.455595391365737,14,2.0,1,4,5,314.0,19.0,3,1,31,1
42355.28,52.21671111994953,12,2.0,0,4,2,384.0,3.0,2,0,38,1
91771.29,176.57935192237656,5,8.0,2,2,4,140.0,10.0,3,1,38,1
66571.4,144.59863484445015,34,7.0,2,9,7,221.13820819139417,24.0,3,0,33,1
82999.64,104.57723559704674,8,2.0,0,7,5,216.0,5.0,2,0,36,1
37006.6,245.839955184929,20,12.0,2,10,7,96.0,14.0,9,0,18,1
28941.24,74.82176802686344,11,6.0,1,5,3,237.0,14.0,4,0,38,2
57707.74,117.15831731283453,20,7.0,2,3,3,315.0,17.0,4,1,35,1
30000.82,80.4776916420105,32,15.0,2,7,8,72.0,12.0,5,1,31,0
32486.64,51.0969721058964,8,8.0,2,5,5,214.0,10.0,3,0,23,1
97961.96,0.0,6,0.0,0,6,4,338.0,12.0,0,0,19,0
15185.65,22.73084035420283,27,12.0,2,9,8,221.13820819139417,14.0,3,1,34,0
34474.82,143.58101717832918,21,9.0,2,7,10,9.0,25.0,6,0,32,1
162955.92,175.58768432156228,3,0.0,0,6,928,383.0,5.0,2,0,34,1
51711.96,289.5278950169636,21,12.0,2,7,7,129.0,21.0,8,0,25,0
21051.145,15.495500542574383,8,2.0,0,6,1,202.0,12.0,1,0,53,2
15628.95,45.845770647590975,20,7.0,2,8,10,172.0,779.0,7,0,31,1
13129.295,20.96990472500929,14,7.0,0,6,6,391.0,14.0,2,1,24,0
74837.12,362.25004086649176,17,10.0,2,3,4,84.0,16.0,6,1,26,1
17481.785,18.079812288763907,5,0.0,1,6,4,296.0,19.0,2,0,42,2
88601.46,0.0,5,6.0,1,4,2,299.0,3.0,0,0,28,2
28891.26,0.0,11,4.0,0,7,5,262.0,14.0,0,0,49,1
96826.96,0.0,7,5.0,0,5,8,312.0,20.0,0,1,33,1
16133.43,24.257117975579465,16,11.0,2,7,6,143.0,23.0,2,0,27,0
64666.48,257.1831073610456,27,12.0,2,7,7,14.0,24.0,6,0,42,0
82816.48,215.8075078857776,16,15.0,2,10,8,95.0,24.0,6,0,38,0
14795.73,63.73944804676253,16,10.0,2,6,6,221.13820819139417,20.0,6,0,21,1
59930.64,194.14247466470272,33,9.0,2,7,6,113.0,19.0,4,0,17,0
68171.54999999999,49.23388829058462,4,2.0,0,3,6,221.13820819139417,11.0,1,1,25,1
16586.58,22.914327935939244,32,7.0,2,5,6,161.0,20.0,3,0,32,0
81427.02,144.15101866659197,3,1.0,0,2,2,227.0,0.0,4,0,34,2
11924.59,0.0,9,0.0,2,5,3,352.0,12.0,0,0,35,1
111404.52,155.87998434634162,11,0.0,0,1,1,355.0,0.0,3,0,29,2
34642.94,49.685271311903456,7,2.0,2,5,3,321.0,20.0,3,0,20,1
121688.04,288.66545469208666,12,2.0,0,3,7,312.0,14.0,4,1,27,1
30693.42,136.23441464956213,30,9.0,1,9,6,92.0,20.0,8,0,30,0
85954.42,128.55523344072628,5,3.0,0,7,0,366.0,11.0,3,0,55,2
30972.54,35.63379961862531,16,10.0,1,496,7,169.0,16.0,2,1,23,1
27223.1,0.0,7,6.0,0,6,8,197.0,18.0,0,0,55,2
55735.62,122.9193556886471,14,1.0,0,4,7,301.0,14.0,3,1,43,1
36338.78,86.67994081293507,30,14.0,2,8,8,76.0,20.0,5,0,45,1
82969.92,42.32757483365058,20,4.0,1,5,4,188.0,14.0,1,1,54,1
88556.7,60.73625879661435,8,0.0,0,3,1,287.0,12.0,1,0,30,2
20576.69,22143.0,27,10.0,2,5,10,112.0,14.0,7,0,34,0
68078.6,64.44340295141836,29,7.0,2,3,3,221.13820819139417,16.0,2,1,41,0
9762.175,17.991364719311928,19,7.0,2,8,8,88.0,20.0,3,0,21,1
29728.31,34.49644519827092,6,3.0,0,4,3,381.0,0.0,2,0,45,2
8701.545,36.54819717138717,32,9.0,1,5,6,114.0,9.0,7,1,39,0
28784.53,34.16328922873817,11,2.0,0,6,6,341.0,14.0,2,0,53,2
59359.04,287.0888500803725,28,10.0,1,10,9,70.0,17.0,6,0,44,0
37679.19,18.552219155468364,12,1.0,0,2,1,264.0,10.0,1,0,23,2
35376.32,58.2166703210756,19,7.0,2,3,8,219.0,17.0,3,1,33,1
53460.93000000001,251.8964338319793,27,7.0,2,10,8,192.0,18.0,6,0,28,1
39161.2,42.11282356163925,5,5.0,0,4,2,250.0,2.0,2,0,54,0
74349.18,66.41709610240999,2,2.0,0,3,0,340.0,0.0,2,0,23,2
30617.5,108.9321985826193,20,12.0,2,7,9,221.13820819139417,19.0,6,1,42,0
137097.8,213.7418690255677,5,3.0,0,7,4,348.0,8.0,3,0,48,2
114224.24,275.717975789387,15,8.0,2,6,5,284.0,13.0,3,1,26,1
36379.24,81.03830215382823,15,9.0,2,8,8,238.0,8.0,3,1,34,1
38239.44,20.20344767930195,2,0.0,0,3,0,273.0,11.0,1,0,42,2
126004.2,355.6436206489915,19,1.0,2,3,5,312.0,12.0,4,1,55,0
65586.32,120.06420507990389,12,6.0,0,3,1,387.0,7.0,4,0,56,2
37057.58,106.6425282670551,18,4.0,1,3,6,110.0,18.0,4,0,41,2
17074.51,60.96389058554212,19,6.0,2,9,7,216.0,25.0,5,0,35,0
102343.68,240.35148110451755,10,3.0,2,5,6,189.0,14.0,4,1,35,1
133377.21,171.9485432378253,5,3.0,0,5,0,268.0,2.0,2,0,35,0
62953.62,0.0,1,3.0,0,7,3,216.0,15.0,0,0,48,2
38491.94,82.01131524048988,18,4.0,2,7,5,160.0,14.0,4,1,27,0
94052.22,39.57533226280032,13,8.0,2,4,4,258.0,16.0,1,1,37,1
118172.63999999998,366.86829704918335,3,1.0,0,2,0,195.0,8.0,4,0,31,2
31700.08,189.41402880233915,29,16.0,2,7,10,221.13820819139417,12.0,8,0,40,1
109621.56,86.74756688972056,6,1.0,2,5,4,332.0,10.0,1,1,41,1
54820.89,169.48198431622052,28,11.0,2,7,8,42.0,17.0,6,0,18,1
109607.43,230.1992432518581,18,7.0,2,3,7,265.0,15.0,4,1,38,1
19204.25,35.14812339828019,13,7.0,0,7,5,360.0,12.0,3,1,48,1
15139.13,79.27214726816017,17,11.0,2,7,7,91.0,19.0,7,0,25,0
105645.6,315.40610064414074,5,1.0,0,3,4,221.13820819139417,19.0,4,0,25,1
41736.66,98.01563850874616,9,1.0,0,3,3,223.0,1.0,3,0,48,2
105015.76,344.21243880297686,9,3.0,2,4,8,318.0,20.0,4,1,47,1
35149.1,97.64015885660848,5,4.0,0,200,4,221.13820819139417,7.0,4,0,21,0
58961.86,0.0,8,3.0,1,3,2,396.0,4.0,0,0,18,1
39831.1,25.7980240980847,6,4.0,0,2,1,329.0,14.0,1,0,28,2
14634.1,47.83549587120697,20,12.0,2,7,10,82.0,15.0,6,0,34,0
19911.77,95.50358440605991,17,6.0,1,5,5,244.0,15.0,7,1,45,1
52797.3,209.9328876282393,33,8.0,1,6,10,81.0,18.0,5,0,20,0
69895.76,139.74400328077368,16,8.0,2,6,7,180.0,16.0,3,1,42,0
121881.24,388.6004350130061,2,3.0,0,3,0,202.0,5.0,4,0,46,1
38673.64,88.28333171154881,4,2397.0,0,6,5,389.0,3.0,4,0,24,2
100741.84,302.9162402277047,15,4.0,2,6,5,174.0,13.0,5,1,38,1
20871.42,51.12851899500748,2,4.0,0,2,2,204.0,14.0,3,0,52,2
119809.72,0.0,11,2.0,0,734,0,230.0,6.0,0,0,32,1
22914.66,49.37587448049489,10,3.0,2,3,8,401.0,8.0,3,1,51,1
12875.73,39.65818841959681,15,1.0,0,5,6,345.0,19.0,4,1,34,1
67503.36,36.81702733061365,18,1.0,0,5,7,232.0,17.0,1,1,18,1
33444.19,0.0,6,2.0,2,6,4,315.0,17.0,0,0,28,1
9897.565,68.1385078067018,25,11.0,2,10,10,82.0,17.0,9,0,43,0
48818.10000000001,162.34322284444113,20,7.0,2,6,8,203.0,17.0,6,0,43,0
30185.74,0.0,11,0.0,0,6,4,330.0,14.0,0,0,41,1
7493.335,12.319201594339749,18,6.0,2,4,7,234.0,13.0,2,0,37,1
35940.36,107.4893653865092,32,12.0,2,7,6,219.0,15.0,6,0,16,0
43008.33,72.12150056109671,4,2.0,0,4,5,275.0,3.0,3,0,54,0
100233.4,182.3470459987101,2,4.0,0,4,6,309.0,14.0,3,0,48,2
28315.74,56.35493881049965,23,14.0,2,8,10,227.0,23.0,3,0,38,1
19602.22,23.746184300006533,6,4.0,2,4,7,233.0,7.0,2,1,53,0
28315.95,30.230996271640148,10,4.0,0,7,4,244.0,7.0,2,0,51,1
16017.57,7.428221880090812,3,3.0,0,7,1,267.0,11.0,1,0,32,2
103345.12,51684.0,14,6.0,2,6,3,77.0,14.0,5,0,16,2
17823.25,80.39427073792389,30,11.0,2,10,7,33.0,15.0,6,0,34,0
10041.885,19.123555506016235,16,16.0,1,7,10,213.0,17.0,3,1,14,0
43742.01,0.0,12,2.0,0,6,2,216.0,8.0,0,0,46,1
